"","...1","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","track.name","track.popularity","listener_id"
"378",378,0.601,0.755,8,-5.528,1,0.0405,0.0575,0.887,0.347,0.508,180.02,225000,4,"Beauty Beats",38,"Erica"
"379",379,0.749,0.657,10,-9.077,0,0.0384,0.223,3.06e-05,0.0714,0.744,123.975,187742,4,"Goddess",51,"Erica"
"380",380,0.305,0.0536,8,-18.215,1,0.0501,0.994,0.0136,0.403,0.294,166.222,138298,3,"Pachamama",58,"Erica"
"381",381,0.798,0.426,8,-11.365,0,0.034,0.527,0.000842,0.101,0.333,120.018,185041,4,"Did I Get It Wrong",44,"Erica"
"382",382,0.691,0.613,0,-7.542,1,0.0448,0.174,4e-06,0.0747,0.295,114.939,358957,4,"Mind",31,"Erica"
"383",383,0.59,0.597,0,-7.183,1,0.0527,0.499,0,0.175,0.313,121.843,186627,4,"Hallucinogenics (feat. Lana Del Rey)",59,"Erica"
"384",384,0.69,0.726,2,-5.965,1,0.278,0.24,0,0.0802,0.714,90.264,236090,4,"Rap Coltrane",28,"Erica"
"385",385,0.57,0.884,5,-4.55,0,0.0601,0.00826,0.00322,0.364,0.405,118.485,286013,4,"Help I'm Alive",58,"Erica"
"386",386,0.432,0.606,9,-14.746,1,0.0424,0.223,6.78e-05,0.481,0.913,156.334,226000,4,"91 Unleaded",24,"Erica"
"387",387,0.541,0.675,10,-6.136,1,0.192,0.446,0,0.107,0.686,91.09,246920,4,"The General",58,"Erica"
"388",388,0.422,0.456,2,-8.007,1,0.0278,0.128,0,0.376,0.522,181.725,256680,4,"Tops of the Trees",7,"Erica"
"389",389,0.712,0.625,4,-4.504,0,0.272,0.579,0,0.087,0.883,82.068,248009,4,"Me & You",44,"Erica"
"390",390,0.868,0.449,8,-7.713,1,0.0694,0.107,0,0.631,0.746,106.852,159547,4,"DRUGS",52,"Erica"
"391",391,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,"Scar Tissue",77,"Erica"
"392",392,0.665,0.418,7,-10.001,1,0.042,0.707,0.867,0.0848,0.0737,162.114,265460,3,"Cité d'or",0,"Erica"
"393",393,0.698,0.876,3,-4.45,1,0.0486,0.452,0.0133,0.0824,0.81,101.992,173631,4,"Left Hand Free",0,"Erica"
"394",394,0.477,0.2,7,-14.027,1,0.054,0.857,0.00036,0.134,0.259,129.96,323080,3,"Riptide",32,"Erica"
"395",395,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,165067,4,"Sunny",63,"Erica"
"396",396,0.574,0.226,0,-13.04,1,0.0377,0.718,0,0.103,0.237,127.501,164907,4,"She Just Can't Help But Shine",43,"Erica"
"397",397,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,"love nwantiti (ah ah ah)",78,"Erica"
"398",398,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,"White Room",66,"Erica"
"399",399,0.442,0.423,3,-10.407,0,0.0398,0.185,1.09e-06,0.118,0.103,81.251,284411,4,"Cellular Upgrade - We Saw Lions Remix",45,"Erica"
"400",400,0.58,0.345,11,-10.007,0,0.0265,0.615,1.14e-06,0.0958,0.246,102.081,238240,4,"Little Moon",46,"Erica"
"401",401,0.498,0.512,1,-8.201,0,0.053,0.519,0,0.106,0.491,166.926,223547,4,"Willy's Song",49,"Erica"
"402",402,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,214240,4,"Vienna",74,"Erica"
"403",403,0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,235813,4,"No Roots",0,"Erica"
"404",404,0.604,0.337,6,-13.08,1,0.0283,0.923,0.338,0.113,0.39,95.205,145227,4,"Black Bird",50,"Erica"
"405",405,0.657,0.435,10,-15.707,1,0.0552,0.739,0,0.167,0.771,135.975,181133,4,"Dancing in the Moonlight",69,"Erica"
"406",406,0.816,0.706,3,-6.793,1,0.0617,0.352,6.43e-06,0.0956,0.336,119.975,190000,4,"My Soul Is Lemonade",41,"Erica"
"407",407,0.71,0.657,3,-4.252,0,0.0377,0.589,0,0.0932,0.746,96.936,197747,4,"All That Glitters",49,"Erica"
"408",408,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,308627,4,"Glory Box",68,"Erica"
"409",409,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973,4,"Where Is My Mind? - Remastered",75,"Erica"
"410",410,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480,4,"High and Dry",71,"Erica"
"411",411,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,303973,4,"Roads",59,"Erica"
"412",412,0.517,0.509,3,-9.917,1,0.137,0.407,0.311,0.251,0.37,74.98,96343,4,"Soul Mates",56,"Erica"
"413",413,0.864,0.482,8,-16.789,0,0.225,0.664,1.68e-05,0.269,0.964,133.234,81038,4,"love",33,"Erica"
"414",414,0.726,0.364,4,-12.019,0,0.105,0.0386,0.784,0.371,0.834,76.977,100562,4,"Bebop",24,"Erica"
"415",415,0.749,0.488,11,-8.556,1,0.181,0.86,1.64e-06,0.183,0.326,134.008,168044,4,"Vamos Fugir",0,"Erica"
"416",416,0.378,0.772,4,-7.648,0,0.0625,0.0344,4.62e-06,0.979,0.645,130.205,284293,4,"Time Of The Season",11,"Erica"
"417",417,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,160191,4,"telepatía",78,"Erica"
"418",418,0.672,0.464,6,-5.624,0,0.037,0.43,0,0.284,0.271,92.069,200742,4,"Never Seen The Rain",46,"Erica"
"419",419,0.288,0.291,7,-13.493,1,0.0331,0.933,0.54,0.228,0.0706,123.856,232360,4,"Melodies & Desires",23,"Erica"
"420",420,0.818,0.461,6,-6.475,0,0.292,0.598,0.000135,0.108,0.532,88.006,188053,4,"Queen Tings",56,"Erica"
"421",421,0.621,0.849,3,-4.243,0,0.0489,0.00468,5e-06,0.328,0.875,130.979,168018,4,"Sway With Me (with GALXARA)",55,"Erica"
"422",422,0.737,0.678,6,-7.011,0,0.0962,0.114,0.157,0.123,0.698,102.051,231826,4,"Fire for You",68,"Erica"
"423",423,0.646,0.471,10,-9.247,1,0.157,0.122,0,0.125,0.455,170.084,232813,4,"I AM WOMAN",69,"Erica"
"424",424,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4,"If I Die Young",64,"Erica"
"425",425,0.587,0.35,2,-10.954,1,0.0318,0.74,0,0.156,0.17,74.479,259453,4,"Whiskey Lullaby (feat. Alison Krauss)",59,"Erica"
"426",426,0.7,0.649,7,-7.421,1,0.0348,0.0918,0,0.0915,0.383,91.01,195174,4,"My Day",31,"Erica"
"427",427,0.609,0.868,1,-7.428,0,0.031,0.00136,0.628,0.161,0.529,136.975,302600,4,"Will You Be? - CFCF Remix",19,"Erica"
"428",428,0.617,0.384,5,-11.482,0,0.0917,0.0645,0.0347,0.077,0.0633,123.154,191220,4,"Don't Go",0,"Erica"
"429",429,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,4,"Little Wing",68,"Erica"
"430",430,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,209829,4,"Cradles",4,"Erica"
"431",431,0.706,0.479,4,-14.496,1,0.0336,0.315,0.0214,0.104,0.838,123.013,261550,4,"Dragonfly Collector",4,"Erica"
"432",432,0.676,0.5,8,-6.878,1,0.0412,0.701,0,0.596,0.915,97.863,170611,4,"Love Is Alive",33,"Erica"
"433",433,0.391,0.692,1,-6.543,0,0.0462,0.0946,1.58e-05,0.191,0.56,180.029,246587,4,"Colors",0,"Erica"
"434",434,0.78,0.593,8,-8.226,1,0.37,0.397,0,0.0712,0.792,159.995,241398,4,"Grateful",45,"Erica"
"435",435,0.694,0.594,11,-5.362,0,0.0358,0.453,2.53e-06,0.0548,0.677,89.996,209753,3,"Unholy War",49,"Erica"
"436",436,0.632,0.938,8,-6.999,1,0.339,0.0467,0.0057,0.098,0.227,135.787,336440,4,"Counting Bodies Like Sheep To The Rhythm Of The War Drums",47,"Erica"
"437",437,0.55,0.751,10,-6.351,1,0.0563,0.00479,0.0161,0.0935,0.33,90,363382,4,"The Prayer",26,"Erica"
"438",438,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,162373,4,"California Dreamin' - Single Version",76,"Erica"
"439",439,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,"Nevermind",71,"Erica"
"440",440,0.661,0.635,10,-7.423,0,0.0645,0.204,0.00114,0.186,0.365,99.972,218480,4,"Aloha",59,"Erica"
"441",441,0.641,0.24,8,-19.107,1,0.047,0.979,0.866,0.234,0.32,99.02,252121,4,"Flowers",57,"Erica"
"442",442,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,"For What It's Worth",74,"Erica"
"443",443,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.386,165067,4,"Sunny",0,"Erica"
"444",444,0.831,0.419,1,-7.381,0,0.44,0.359,0.00228,0.0959,0.339,84.983,207706,4,"dreamin'",48,"Erica"
"445",445,0.682,0.394,8,-13.029,1,0.198,0.258,0,0.0724,0.446,107.987,220000,4,"Downers - A COLORS SHOW",44,"Erica"
"446",446,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893,4,"Tadow",71,"Erica"
"447",447,0.546,0.508,0,-6.301,0,0.0266,0.0151,0.00109,0.116,0.385,153.721,223667,4,"Daydream In Blue",14,"Erica"
"448",448,0.795,0.717,5,-5.759,1,0.0933,0.0704,0.00456,0.229,0.767,94.023,196625,4,"10 Years Ago",6,"Erica"
"449",449,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,211560,4,"Beggin'",81,"Erica"
"450",450,0.622,0.783,4,-10.336,1,0.0372,0.0486,0.00105,0.615,0.663,111.609,147800,4,"Angel Dream (No. 4)",47,"Erica"
"451",451,0.517,0.7,6,-6.568,0,0.0452,0.00375,0.0385,0.0634,0.518,179.986,176413,4,"I am not a woman, I'm a god",58,"Erica"
"452",452,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4,"All Along the Watchtower",72,"Erica"
"453",453,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,269720,3,"House Of The Rising Sun",55,"Erica"
"454",454,0.473,0.966,10,-6.714,1,0.0886,0.000282,0.0155,0.0714,0.0912,144.965,91839,4,"Rock the Red (Washington Capitals Fight Song)",9,"Erica"
"455",455,0.615,0.438,1,-11.879,1,0.0373,0.582,0.0155,0.308,0.217,130.999,244465,4,"99",28,"Erica"
"456",456,0.861,0.229,0,-12.306,1,0.0882,0.252,0.00136,0.104,0.043,109.963,195273,4,"Adventure",11,"Erica"
"457",457,0.828,0.502,0,-6.053,1,0.0445,0.172,0.00102,0.0544,0.677,105.953,192139,4,"Esther",0,"Erica"
"458",458,0.691,0.65,0,-9.161,1,0.0351,0.389,0.918,0.0903,0.0909,120.01,374250,4,"Master Tea",0,"Erica"
"459",459,0.608,0.865,10,-5.648,1,0.1,0.014,0.000297,0.318,0.459,99.945,185947,4,"barcelona (feat. Sasha Alex Sloan) - Oliver Nelson remix",28,"Erica"
"460",460,0.706,0.604,2,-6.932,1,0.303,0.418,0,0.242,0.361,82.03,165029,4,"fools (can't help falling in love) (feat. Sody)",64,"Erica"
"461",461,0.742,0.678,5,-4.605,0,0.192,0.0698,0,0.151,0.927,115.05,135521,4,"Honeypie",0,"Erica"
"462",462,0.732,0.956,2,-2.775,1,0.0708,0.017,6.99e-06,0.357,0.375,145.103,170807,4,"Hitta (feat. Juicy J)",50,"Erica"
"463",463,0.702,0.55,4,-7.524,0,0.0247,0.0373,0.00234,0.147,0.535,106.003,212866,4,"Touch",51,"Erica"
"464",464,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,257573,4,"High By The Beach",67,"Erica"
"465",465,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,190320,4,"Wildflowers",64,"Erica"
"466",466,0.681,0.774,11,-8.001,0,0.06,0.372,5.74e-05,0.373,0.773,104.71,229404,4,"Smile",0,"Erica"
"467",467,0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,169011,4,"Run",70,"Erica"
"468",468,0.476,0.594,5,-6.879,1,0.135,0.0599,0,0.0785,0.314,159.702,141050,4,"Cover Me In Sunshine",70,"Erica"
"469",469,0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.14,0.634,117.923,140012,4,"Dandelion",63,"Erica"
"470",470,0.809,0.613,2,-8.402,1,0.175,0.0685,0,0.107,0.562,104.991,252779,4,"Long Beach",57,"Erica"
"471",471,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4,"Sensitive",21,"Erica"
"472",472,0.733,0.414,0,-10.102,1,0.0375,0.502,0.0834,0.334,0.627,124.982,121000,4,"Bioluminescent",8,"Erica"
"473",473,0.385,0.501,0,-8.81,1,0.0429,0.231,0.55,0.226,0.118,120.065,246000,4,"Transform",9,"Erica"
"474",474,0.471,0.68,0,-6.059,1,0.134,0.429,0,0.758,0.489,86.414,240241,4,"Kids in the Summer",7,"Erica"
"475",475,0.582,0.334,11,-14.436,0,0.337,0.834,0.0171,0.0883,0.634,76.99,166150,4,"To the Moon",0,"Erica"
"476",476,0.775,0.412,2,-11.789,1,0.141,0.403,0,0.148,0.658,139.967,312000,4,"Just Keep Goin'",45,"Erica"
"477",477,0.825,0.611,1,-7.728,1,0.184,0.0496,0,0.33,0.539,115.015,210608,4,"Perfect World",36,"Erica"
"478",478,0.75,0.636,1,-8.473,1,0.0675,0.305,0.0043,0.0621,0.33,139.983,185143,4,"Ghost",43,"Erica"
"479",479,0.468,0.495,8,-9.96,1,0.36,0.0351,0,0.119,0.221,119.906,172069,4,"Vibrations",13,"Erica"
"480",480,0.488,0.489,7,-8.304,0,0.0696,0.55,0.000408,0.962,0.419,143.409,240627,4,"Breathe",17,"Erica"
"481",481,0.463,0.795,7,-5.21,1,0.195,0.0259,2.24e-05,0.0838,0.638,170.145,178920,4,"Come To The Beach",43,"Erica"
"482",482,0.752,0.613,9,-8.1,0,0.0283,0.0947,0.000357,0.0955,0.543,93.027,175450,4,"Loser",0,"Erica"
"483",483,0.593,0.873,11,-5.186,1,0.0478,0.127,0.00044,0.132,0.886,165.006,169573,4,"Live A Little",0,"Erica"
"484",484,0.758,0.838,9,-5.221,1,0.083,0.16,3.33e-05,0.113,0.939,94.97,247532,4,"The Caged Bird Sings",15,"Erica"
"485",485,0.808,0.736,10,-7.028,0,0.182,0.0458,1.79e-05,0.156,0.731,104.037,271796,4,"Shine Bright",29,"Erica"
"486",486,0.607,0.931,4,-4.505,0,0.145,0.0666,0.00037,0.195,0.79,144.924,213480,4,"Move On Up",0,"Erica"
"487",487,0.522,0.909,10,-5.962,0,0.0431,0.000766,0.00028,0.135,0.609,154.997,243097,4,"It Gets Better",37,"Erica"
"488",488,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668,4,"Nostalgic",0,"Erica"
"489",489,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02,182465,4,"I Am (feat. Flo Milli)",58,"Erica"
"490",490,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4,"In Your Eyes",76,"Erica"
"491",491,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,200838,4,"I’m Ready (with Demi Lovato)",60,"Erica"
"492",492,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,"I Forgot That You Existed",69,"Erica"
"493",493,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"Who's Laughing Now",0,"Erica"
"494",494,0.762,0.585,8,-8.819,1,0.102,0.478,0,0.113,0.303,140.005,180240,4,"Keep On",50,"Erica"
"495",495,0.612,0.619,2,-5.702,1,0.0437,0.602,0,0.0866,0.469,99.71,213960,4,"Love Myself",53,"Erica"
"496",496,0.637,0.666,10,-6.773,0,0.0494,0.161,0,0.108,0.529,104.02,213869,4,"Diamonds",64,"Erica"
"497",497,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966,176787,4,"Do It",62,"Erica"
"498",498,0.961,0.617,11,-5.76,1,0.344,0.26,0,0.149,0.734,125.009,161280,4,"Step It Up",37,"Erica"
"499",499,0.487,0.366,9,-11.536,1,0.0281,0.559,0.00952,0.133,0.118,129.663,267307,4,"Light",0,"Erica"
"500",500,0.67,0.398,9,-9.14,1,0.0306,0.319,0.000113,0.38,0.219,125.983,231429,4,"Space Girl",0,"Erica"
"501",501,0.73,0.792,6,-5.33,0,0.13,0.0264,0,0.101,0.745,99.039,170158,4,"Dance with Me (feat. Thomas Rhett & Young Thug)",53,"Erica"
"502",502,0.682,0.783,8,-4.997,1,0.18,0.0262,0,0.206,0.323,106.899,216084,4,"I Love You's",0,"Erica"
"503",503,0.643,0.638,1,-4.947,0,0.0407,0.204,0,0.0707,0.6,82.001,226107,4,"Have It All",60,"Erica"
"504",504,0.743,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,159863,4,"OK Not To Be OK",67,"Erica"
"505",505,0.719,0.487,9,-6.21,0,0.0604,0.711,8.36e-05,0.0958,0.345,121.729,301639,4,"Tadow",0,"Erica"
"506",506,0.489,0.214,0,-13.164,1,0.0456,0.785,0.000729,0.123,0.341,85.046,305093,4,"Walk on the Wild Side",22,"Erica"
"507",507,0.407,0.706,7,-5.526,1,0.0348,0.254,0.00693,0.125,0.54,164.022,361227,4,"Can't You See",0,"Erica"
"508",508,0.731,0.377,5,-10.851,0,0.205,0.113,0.00952,0.116,0.537,139.889,288183,4,"Shyne",24,"Erica"
"509",509,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4,"SUPERBLOOM",63,"Erica"
"510",510,0.491,0.461,6,-5.646,0,0.0424,0.44,0,0.232,0.32,87.808,200756,4,"Never Seen the Rain",51,"Erica"
"511",511,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,211040,4,"Nobody",56,"Erica"
"512",512,0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.102,0.428,119.001,199506,4,"Dead To Me",73,"Erica"
"513",513,0.573,0.584,7,-5.755,0,0.0375,0.414,0.344,0.0994,0.664,84.126,254560,4,"One and the Same",0,"Erica"
"514",514,0.813,0.497,10,-6.691,0,0.326,0.26,0,0.102,0.86,88.906,186067,4,"The Wave",49,"Erica"
"515",515,0.796,0.701,2,-3.275,1,0.283,0.308,7.82e-05,0.0516,0.619,100.954,201920,4,"Tusa",35,"Erica"
"516",516,0.756,0.554,6,-4.24,0,0.0342,0.402,0,0.158,0.596,117.992,221467,4,"Bad Child",56,"Erica"
"517",517,0.715,0.564,8,-5.56,1,0.0456,0.676,0.0072,0.0854,0.213,104.923,186267,3,"I Feel Like I'm Drowning",0,"Erica"
"518",518,0.535,0.567,0,-8.209,1,0.0627,0.637,0.0162,0.157,0.186,83.99,217143,4,"Sun Will Find You",0,"Erica"
"519",519,0.639,0.546,1,-5.382,1,0.0407,0.0837,0,0.122,0.149,122.179,173124,4,"Daisies",58,"Erica"
"520",520,0.675,0.695,7,-7.859,0,0.0753,0.00383,2.95e-05,0.0637,0.662,92.025,202779,4,"i think too much",54,"Erica"
"521",521,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,"RITMO (Bad Boys For Life)",69,"Erica"
"522",522,0.656,0.722,0,-4.726,0,0.0478,0.556,0,0.134,0.301,90.097,208208,4,"Underdog",0,"Erica"
"523",523,0.497,0.542,5,-7.398,1,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,276400,4,"Burn The Ships",0,"Erica"
"524",524,0.672,0.755,11,-4.666,0,0.187,0.014,0.826,0.164,0.51,77.549,210596,4,"XO Tour Llif3",35,"Erica"
"525",525,0.587,0.821,9,-5.041,0,0.0413,0.0536,0,0.0932,0.616,81.985,234567,4,"History of Violence",35,"Erica"
"526",526,0.59,0.242,10,-11.724,0,0.0516,0.978,0.000124,0.0906,0.366,126.721,214174,4,"All We Do",56,"Erica"
"527",527,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480,4,"Supalonely",67,"Erica"
"528",528,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,214107,4,"About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”",53,"Erica"
"529",529,0.731,0.557,1,-5.752,1,0.0521,0.207,0.00341,0.0989,0.372,145.072,174627,4,"Cautious",0,"Erica"
"530",530,0.509,0.521,8,-6.349,0,0.08,0.417,0,0.368,0.449,89.946,220236,4,"ocean waves",3,"Erica"
"531",531,0.74,0.642,9,-6.805,1,0.0291,0.0599,3.71e-05,0.802,0.591,130.03,170538,4,"Things Won't Go My Way",39,"Erica"
"532",532,0.429,0.553,1,-4.838,0,0.0668,0.458,0,0.0766,0.381,97.954,192456,4,"Freaking Me Out",55,"Erica"
"533",533,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,210901,3,"Good Thing (with Kehlani)",64,"Erica"
"534",534,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5,"How Do You Sleep?",70,"Erica"
"535",535,0.572,0.742,8,-4.589,0,0.0347,0.245,0,0.108,0.376,127.19,210236,4,"Conversations in the Dark - John Legend vs. David Guetta",52,"Erica"
"536",536,0.397,0.524,3,-5.846,1,0.103,0.607,0,0.157,0.343,175.562,218854,4,"Catching Feelings (feat. Six60)",47,"Erica"
"537",537,0.734,0.415,1,-8.593,0,0.0305,0.559,0,0.0918,0.364,97.954,137195,4,"La La Land - Acoustic",51,"Erica"
"538",538,0.756,0.851,2,-3.33,1,0.0674,0.0336,0,0.126,0.934,75.014,200693,4,"Runaway",57,"Erica"
"539",539,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4,"Don't Start Now",75,"Erica"
"540",540,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,"Dance Monkey",68,"Erica"
"541",541,0.394,0.718,7,-6.336,1,0.0607,0.706,0,0.116,0.247,151.912,158258,4,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",53,"Erica"
"542",542,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,"Say So",75,"Erica"
"543",543,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893,1,"Takeaway (feat. Lennon Stella)",0,"Erica"
"544",544,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,"Higher Love",72,"Erica"
"545",545,0.511,0.747,0,-5.904,1,0.124,0.0393,6.63e-06,0.028,0.564,109.022,229285,4,"Something's Got To Give",0,"Erica"
"546",546,0.765,0.689,6,-5.616,1,0.0456,0.236,7.39e-06,0.114,0.497,144.958,212850,4,"Take It Easy",55,"Erica"
"547",547,0.529,0.496,0,-6.668,0,0.151,0.214,0,0.212,0.588,74.619,178747,4,"Ready",0,"Erica"
"548",548,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4,"Sunday Best",72,"Erica"
"549",549,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,"ROXANNE",0,"Erica"
"550",550,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,"The Box",77,"Erica"
"551",551,0.705,0.459,5,-6.488,0,0.0604,0.0116,0,0.204,0.181,111.988,216213,4,"Deleted",23,"Erica"
"552",552,0.494,0.104,10,-25.439,1,0.0323,0.576,0.614,0.0962,0.146,150.081,185374,3,"Gumo's Hideout",32,"Erica"
"553",553,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,235226,4,"affection",14,"Erica"
"554",554,0.581,0.71,2,-5.245,1,0.0348,0.0634,0,0.0732,0.188,106.04,249239,4,"Devil In Me",50,"Erica"
"555",555,0.751,0.595,9,-5.741,1,0.15,0.0285,0,0.131,0.165,110.991,260552,4,"Controls (feat. Lox Chatterbox)",37,"Erica"
"556",556,0.763,0.527,6,-6.779,1,0.123,0.0562,0.00384,0.0918,0.493,156.047,176080,4,"Rooting For You",43,"Erica"
"557",557,0.782,0.762,7,-5.437,0,0.035,0.0338,1.73e-05,0.107,0.65,127.049,193987,4,"Tempt My Trouble",40,"Erica"
"558",558,0.786,0.807,0,-5.344,1,0.0398,0.00496,7.08e-05,0.0552,0.814,92.502,214160,4,"Caught in the Middle",57,"Erica"
"559",559,0.463,0.924,9,-5.038,1,0.14,0.0038,0,0.127,0.571,163.024,186720,4,"Dreaming Out Loud",0,"Erica"
"560",560,0.742,0.853,9,-4.147,1,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,208280,4,"Faster",48,"Erica"
"561",561,0.622,0.85,1,-5.679,1,0.0971,0.000899,0,0.326,0.61,155.18,166452,4,"Medicine",48,"Erica"
"562",562,0.622,0.757,9,-3.497,1,0.053,0.27,0,0.136,0.61,135.126,233483,4,"All Or Nothing",31,"Erica"
"563",563,0.626,0.571,7,-7.461,0,0.0327,0.25,0,0.0946,0.164,129.959,277623,4,"Castle",62,"Erica"
"564",564,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,4,"Trumpets",60,"Erica"
"565",565,0.61,0.313,5,-13.138,0,0.0323,0.39,0.84,0.0899,0.087,80.009,433613,4,"Time for Space",0,"Erica"
"566",566,0.551,0.885,1,-3.725,0,0.191,0.00107,0,0.117,0.708,155.923,185747,4,"motherlove",39,"Erica"
"567",567,0.432,0.225,2,-7.864,1,0.0374,0.912,2.27e-05,0.108,0.0752,130.725,248369,4,"Naked",23,"Erica"
"568",568,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,183000,4,"Only Human",68,"Erica"
"569",569,0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11,231999,4,"Nightmare",63,"Erica"
"570",570,0.726,0.763,5,-4.388,0,0.077,0.0607,0,0.161,0.754,95.009,178914,4,"S.L.U.T.",39,"Erica"
"571",571,0.625,0.753,6,-5.983,0,0.166,0.436,0.00273,0.367,0.539,88.956,223299,4,"Coming Down",47,"Erica"
"572",572,0.583,0.913,7,-5.945,1,0.0401,0.00205,0.000374,0.164,0.659,95.991,230000,4,"Boys Aside",0,"Erica"
"573",573,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,4,"Upside Down",61,"Erica"
"574",574,0.498,0.702,0,-7.833,1,0.0401,0.0193,3.68e-06,0.0669,0.542,79.3,263213,4,"Stand Up",56,"Erica"
"575",575,0.69,0.714,7,-5.948,1,0.0338,0.0077,7.23e-05,0.191,0.489,112.009,187027,4,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",68,"Erica"
